story_id,epic,title,release,current_status,new_status,impl_order,current_coverage,missing_backend,missing_db,missing_api,missing_ui,missing_permissions,missing_audit,missing_tests,missing_demo_data,dependencies
S123,CE-15,Compliance Reporting Pack,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,96,No implementation — no compliance reporting pack,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S129,CE-16,Item-Level Schedule Migration & Gates,R6,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,97,No implementation — migration-service stub; no item-level schedule migration gates,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S130,CE-16,TB Conversion & COA Mapping Workbench,R6,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,98,No implementation — no TB conversion or COA mapping workbench,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S131,CE-16,Parallel-Run Comparison Harness,R6,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,99,No implementation — no parallel-run comparison harness,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S132,CE-16,Statement Archive Import & Runbooks,R6,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,100,No implementation — no statement archive import or runbooks,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S022,CE-17,Rule Simulation Sandbox,R6,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,101,No implementation — no rule simulation sandbox or dry-run posting mode,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S040,CE-17,OCR/EDI Invoice Ingestion,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,102,No implementation — no OCR/EDI adapter; no document-service invoice ingestion pipeline,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S058,CE-17,Lockbox AI Remittance Matching,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,103,No implementation — no AI/lockbox remittance matching adapter,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S073,CE-17,LIFO Overlay,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,104,No implementation — no LIFO overlay engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S091B,CE-17,Experience-Rated Chargeback Model,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,105,No implementation — no experience-rated chargeback model,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S095,CE-17,Retro/Portfolio Reserve Accrual,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,106,No implementation — fni-reserve-service stub; no retro/portfolio reserve accrual,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S096,CE-17,Reinsurance/DOWC Cession,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,107,No implementation — no reinsurance or DOWC cession workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S101B,CE-17,OEM Statement Auto-Matcher,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,108,No implementation — no OEM statement auto-matcher,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S103B,CE-17,Probability-Weighted Incentive Accruals,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,109,No implementation — no probability-weighted incentive accruals,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S107,CE-17,NCM/NADA Composite Export,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,110,No implementation — no NCM/NADA composite export,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S118,CE-17,GAAP Bridge Memo Generator,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,111,No implementation — no GAAP bridge memo generator,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S126,CE-17,DSAR Automation,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,112,No implementation — no DSAR automation or PII data inventory,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S127,CE-17,Unclaimed Property Module,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,113,No implementation — no unclaimed property module or state reporting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S128,CE-17,SOX Evidence Automation,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,114,No implementation — no SOX evidence automation or control testing framework,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
